No,Token ID,Name,Image URL,Contract Address
13,66019243335575435805648968342699057461333706652430184610592713001920297435137,KETTLE,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/d133ac370b5cd83b0466bb972034a5/ead133ac370b5cd83b0466bb972034a5.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
14,66019243335575435805648968342699057461333706652430184610592712897466692796417,CUP RAMEN,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/6168d7b950a954c40fc48132160f41/9b6168d7b950a954c40fc48132160f41.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
15,66019243335575435805648968342699057461333706652430184610592712963437390462977,CARDBOARD,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/2733ffb3bcd588b0f8b3c61cfa3111/fc2733ffb3bcd588b0f8b3c61cfa3111.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
16,66019243335575435805648968342699057461333706652430184610592712857884274196481,SAUNA,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/9d3121a8514b16961de28fe8a82140/009d3121a8514b16961de28fe8a82140.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
17,66019243335575435805648968342699057461333706652430184610592712884272553263105,LEFT HAND,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/5c94274db0f0c6e2fc370fe2b13ee0/225c94274db0f0c6e2fc370fe2b13ee0.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
18,66019243335575435805648968342699057461333706652430184610592712944745692790785,PILLOW,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/9a9412e5bc4f58f102e90abaf0d5f8/6e9a9412e5bc4f58f102e90abaf0d5f8.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
19,66019243335575435805648968342699057461333706652430184610592712836993553268737,FRENCH BULLDOG,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/585ad199e120116cbfb90b37aaea71/65585ad199e120116cbfb90b37aaea71.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
20,66019243335575435805648968342699057461333706652430184610592712974432506740737,REGGAE HAT,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/407f7ebacfbc7dbe52001e364db533/b1407f7ebacfbc7dbe52001e364db533.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
21,66019243335575435805648968342699057461333706652430184610592712867779878846465,HORSE,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/5b0acfc6385407ba77669405960edb/365b0acfc6385407ba77669405960edb.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
22,66019243335575435805648968342699057461333706652430184610592712849088181174273,CLARINET,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/c706ce323345ece61233cb79b5b707/67c706ce323345ece61233cb79b5b707.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
23,66019243335575435805648968342699057461333706652430184610592712960138855579649,HIPHOP,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/40baf3ca9210d9bde8857dff5bfbb8/2940baf3ca9210d9bde8857dff5bfbb8.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
24,66019243335575435805648968342699057461333706652430184610592712945845204418561,P,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/719c6ef4faaa2813b3ffbe9a8c7dc0/1f719c6ef4faaa2813b3ffbe9a8c7dc0.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
25,66019243335575435805648968342699057461333706652430184610592712943646181163009,RICE CAKE,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/988e1a6b8ff84d8533c4fe79e674d7/06988e1a6b8ff84d8533c4fe79e674d7.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
26,66019243335575435805648968342699057461333706652430184610592712853486227685377,RICE,,0x2953399124F0cBB46d2CbACD8A89cF0599974963
27,66019243335575435805648968342699057461333706652430184610592712876575971868673,OCTOPUS,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/7783f39aea34a95b79e73f0549334c/5d7783f39aea34a95b79e73f0549334c.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
28,66019243335575435805648968342699057461333706652430184610592712874376948613121,MOAI,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/22b94650cad892b1d127468fd046b6/c122b94650cad892b1d127468fd046b6.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
29,66019243335575435805648968342699057461333706652430184610592712880974018379777,HELICOPTER,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/d7c2a1f06afb04936c2777155f116d/42d7c2a1f06afb04936c2777155f116d.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
30,66019243335575435805648968342699057461333706652430184610592712842491111407617,MAHJONG TILE,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/044815d8d92745e9bed48f821ca312/3c044815d8d92745e9bed48f821ca312.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
31,66019243335575435805648968342699057461333706652430184610592712844690134663169,PIG,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/555882536cf81f357640122e78327c/df555882536cf81f357640122e78327c.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
32,66019243335575435805648968342699057461333706652430184610592712878774995124225,ETHEREUM,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/181d342283103b568239288cd765ac/2e181d342283103b568239288cd765ac.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
33,66019243335575435805648968342699057461333706652430184610592713004119320690689,XIAOLONGBAO JAVA SPARROW,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/5aab60312fea79624cfb6cc47c32d2/185aab60312fea79624cfb6cc47c32d2.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
34,66019243335575435805648968342699057461333706652430184610592712972233483485185,OYSTER,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/34a87030788bcd21fb6f721402862c/0f34a87030788bcd21fb6f721402862c.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
35,66019243335575435805648968342699057461333706652430184610592712858983785824257,JELLYFISH,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/2941f60a7e87e545a026e98f40f872/842941f60a7e87e545a026e98f40f872.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
36,66019243335575435805648968342699057461333706652430184610592712893068646285313,CHAIR,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/e7c0798105af62ce2fec541bd844aa/e4e7c0798105af62ce2fec541bd844aa.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
37,66019243335575435805648968342699057461333706652430184610592712931551553257473,SAFETY CONE,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/7a980085485e94726fdd9383d059ca/e77a980085485e94726fdd9383d059ca.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
38,66019243335575435805648968342699057461333706652430184610592712854585739313153,HOKKAIDO,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/474a2509a75c6bcb9ea9ed3d3825f4/cf474a2509a75c6bcb9ea9ed3d3825f4.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
39,66019243335575435805648968342699057461333706652430184610592712833695018385409,WHISKY,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/64258df366a9ea7377edf29e8551e8/d464258df366a9ea7377edf29e8551e8.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
40,66019243335575435805648968342699057461333706652430184610592712854585739313153,LEFT FOOT,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/6044ef198fa8ead22bd8bc9145c8b0/516044ef198fa8ead22bd8bc9145c8b0.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
41,66019243335575435805648968342699057461333706652430184610592712961238367207425,AMBULANCE,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/055b44bc34d823e5e0f304ed3e0663/38055b44bc34d823e5e0f304ed3e0663.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
42,66019243335575435805648968342699057461333706652430184610592712883173041635329,Nn,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/57d3ea00f64c2875d4c466d16d525a/c857d3ea00f64c2875d4c466d16d525a.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
43,66019243335575435805648968342699057461333706652430184610592712998621762551809,RUBBER BOOTS,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/422bb76d4a821aa7a43e1eb09d2d3e/1a422bb76d4a821aa7a43e1eb09d2d3e.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
44,66019243335575435805648968342699057461333706652430184610592712886471576518657,MONSTER,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/2d9a56ff371b10a62464e3518e9162/972d9a56ff371b10a62464e3518e9162.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
45,66019243335575435805648968342699057461333706652430184610592712843590623035393,TOFU,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/8e42a95c36302354b43d2e44e81657/6b8e42a95c36302354b43d2e44e81657.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
46,66019243335575435805648968342699057461333706652430184610592712915058878840833,CACTUS,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/8b8b1540c3abddcfd9730cc40b3d1b/518b8b1540c3abddcfd9730cc40b3d1b.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
47,66019243335575435805648968342699057461333706652430184610592712873277436985345,ART,https://raw2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/62126aa9e3ab813b0bd01c138b0e72/ae62126aa9e3ab813b0bd01c138b0e72.png,0x495f947276749Ce646f68AC8c248420045cb7b5e
48,66019243335575435805648968342699057461333706652430184610592712895267669540865,KAEDE,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/a86f0b7f69d3e4a385464d0cc68741/fda86f0b7f69d3e4a385464d0cc68741.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
49,66019243335575435805648968342699057461333706652430184610592712984328111390721,PYRAMID,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/a97a4a7767eb0f4c8d5faa1136a37f/16a97a4a7767eb0f4c8d5faa1136a37f.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
50,66019243335575435805648968342699057461333706652430184610592712939248134651905,EIGHT,https://raw2.seadn.io/polygon/0x2953399124f0cbb46d2cbacd8a89cf0599974963/2a40a7cbf9deb3e5664892ee62d0fa/4d2a40a7cbf9deb3e5664892ee62d0fa.png,0x2953399124F0cBB46d2CbACD8A89cF0599974963
